GlobalNodeID,velocity:0,velocity:1,velocity:2,Points:0,Points:1,Points:2
14257,-0.588653,0.218697,-0.45048,117.001,114.206,96.407
14259,-0,0,0,116.985,114.165,96.4058
14260,-0.62062,0.230574,-0.474944,116.984,114.166,96.4081
14261,-0,0,0,117.003,114.205,96.4047
14477,-0,0,0,114.807,112.306,98.4055
14476,-0.51526,0.19143,-0.394315,114.783,112.319,98.443
14478,-0.52119,0.193633,-0.398852,114.808,112.309,98.4051
14480,-0,0,0,114.782,112.316,98.4432
14644,-0,0,0,115.9,116.796,99.1405
14645,-0.343945,0.127783,-0.263212,115.9,116.794,99.1397
14737,-0.500457,0.18593,-0.382986,116.621,116.882,98.2603
14740,-0,0,0,116.621,116.885,98.2604
14764,-0,0,0,114.83,112.291,98.3672
14765,-0.43257,0.160709,-0.331034,114.831,112.293,98.3667
14777,-0,0,0,115.78,112.327,97.1052
14776,-0.497714,0.184912,-0.380887,115.755,112.311,97.1309
14778,-0.409455,0.152122,-0.313345,115.78,112.329,97.1064
14780,-0,0,0,115.756,112.308,97.1294
14817,-0.552319,0.205199,-0.422675,115.6,116.623,99.4414
14819,-0,0,0,115.631,116.647,99.4132
14820,-0.571993,0.212508,-0.437731,115.631,116.644,99.4117
14821,-0,0,0,115.6,116.626,99.443
14881,-0.480949,0.178683,-0.368057,114.612,115.225,100.062
14882,-0.635472,0.236092,-0.48631,114.594,115.178,100.063
14885,-0,0,0,114.61,115.225,100.064
14886,-0,0,0,114.592,115.179,100.066
14895,-0.612517,0.227563,-0.468743,117.201,114.845,96.4951
14899,-0,0,0,117.203,114.844,96.4929
15037,-0.591519,0.219762,-0.452674,114.446,112.575,99.0064
15039,-0,0,0,114.435,112.607,99.0371
15040,-0.434397,0.161388,-0.332432,114.436,112.608,99.0359
15041,-0,0,0,114.444,112.573,99.0081
15045,-0.586576,0.217926,-0.448891,117.243,116.073,97.076
15046,-0.490955,0.182401,-0.375715,117.237,116.104,97.1002
15049,-0,0,0,117.245,116.074,97.0743
15050,-0,0,0,117.238,116.106,97.0988
15119,-0.500479,0.185939,-0.383003,116.24,116.898,98.7542
15120,-0.424466,0.157698,-0.324833,116.209,116.893,98.7915
15123,-0,0,0,116.24,116.901,98.7549
15124,-0,0,0,116.209,116.895,98.7922
15438,-0,0,0,114.453,112.54,98.9793
15439,-0.387995,0.144149,-0.296922,114.455,112.542,98.9782
15443,-0.518909,0.192786,-0.397107,114.844,115.707,99.9878
15444,-0.425098,0.157933,-0.325316,114.823,115.669,99.9966
15447,-0,0,0,114.842,115.708,99.9899
15448,-0,0,0,114.822,115.67,99.9984
15578,-0,0,0,114.281,114.064,99.939
15579,-0.548026,0.203604,-0.41939,114.283,114.064,99.9368
15663,-0,0,0,116.734,113.624,96.4448
15664,-0.581954,0.216208,-0.445353,116.732,113.625,96.447
15875,-0,0,0,116.383,116.915,98.5788
15874,-0.48881,0.181603,-0.374073,116.409,116.912,98.545
15876,-0.417504,0.155112,-0.319505,116.383,116.912,98.5784
15878,-0,0,0,116.409,116.915,98.5454
15885,-0.457349,0.169915,-0.349997,115.753,116.72,99.2928
15887,-0,0,0,115.782,116.739,99.2633
15888,-0.489175,0.181739,-0.374353,115.782,116.736,99.2622
15889,-0,0,0,115.752,116.723,99.2939
15898,-0,0,0,114.91,115.824,99.9566
15899,-0.493411,0.183313,-0.377594,114.911,115.822,99.9546
15939,-0,0,0,114.415,112.675,99.0968
15938,-0.440253,0.163563,-0.336914,114.406,112.71,99.1261
15940,-0.534021,0.1984,-0.408672,114.417,112.677,99.0953
15942,-0,0,0,114.404,112.709,99.1273
16257,-0,0,0,114.241,113.239,99.5921
16256,-0.471107,0.175027,-0.360526,114.237,113.276,99.6155
16258,-0.506799,0.188287,-0.38784,114.243,113.24,99.5906
16260,-0,0,0,114.235,113.275,99.617
16266,-0,0,0,117.313,115.578,96.7375
16267,-0.475373,0.176612,-0.363791,117.311,115.577,96.7392
16277,-0.451503,0.167743,-0.345523,115.878,112.402,97.0083
16280,-0,0,0,115.878,112.4,97.0071
16355,-0.467763,0.173784,-0.357967,115.175,116.198,99.7903
16358,-0,0,0,115.174,116.2,99.792
16414,-0,0,0,114.248,113.844,99.875
16415,-0.49249,0.182971,-0.376889,114.25,113.844,99.8731
16427,-0,0,0,115.333,116.379,99.6714
16426,-0.627202,0.233019,-0.479981,115.362,116.405,99.6463
16428,-0.614764,0.228398,-0.470463,115.334,116.377,99.6693
16430,-0,0,0,115.361,116.407,99.6485
16563,-0.516315,0.191822,-0.395122,116.27,116.903,98.7176
16566,-0,0,0,116.271,116.906,98.7183
16707,-0,0,0,114.876,112.258,98.2896
16706,-0.462462,0.171815,-0.353909,114.854,112.277,98.3281
16708,-0.506243,0.18808,-0.387414,114.877,112.26,98.2891
16710,-0,0,0,114.853,112.274,98.3286
16776,-0,0,0,114.464,112.509,98.9499
16777,-0.368193,0.136792,-0.281768,114.465,112.51,98.9489
17189,-0.657618,0.244319,-0.503257,117.25,114.994,96.5131
17192,-0,0,0,117.252,114.994,96.5104
17242,-0,0,0,117.294,115.234,96.5834
17243,-0.524047,0.194695,-0.401039,117.292,115.233,96.5854
17491,-0,0,0,114.309,113.032,99.4084
17492,-0.528012,0.196168,-0.404073,114.311,113.034,99.4071
17564,-0,0,0,115.536,112.15,97.3515
17565,-0.406061,0.15086,-0.310747,115.536,112.152,97.3525
17599,-0.542185,0.201434,-0.41492,116.926,114.047,96.4163
17601,-0,0,0,116.907,114.002,96.4172
17602,-0.554546,0.206026,-0.424379,116.906,114.003,96.4193
17603,-0,0,0,116.928,114.046,96.4143
17612,-0,0,0,117.231,116.136,97.1231
17613,-0.532183,0.197717,-0.407265,117.229,116.134,97.1246
17661,-0.511595,0.190069,-0.39151,116.471,113.12,96.5445
17663,-0,0,0,116.451,113.082,96.5546
17664,-0.566692,0.210538,-0.433674,116.449,113.083,96.5567
17665,-0,0,0,116.472,113.118,96.5427
17864,-0,0,0,116.43,113.046,96.566
17865,-0.546956,0.203206,-0.418571,116.428,113.048,96.568
17869,-0,0,0,116.953,116.695,97.7472
17868,-0.521453,0.193731,-0.399054,116.97,116.677,97.7164
17870,-0.486351,0.18069,-0.372192,116.952,116.693,97.7478
17872,-0,0,0,116.971,116.679,97.7156
18032,-0,0,0,114.269,113.133,99.5061
18033,-0.615733,0.228758,-0.471204,114.272,113.135,99.5045
18169,-0.564951,0.209892,-0.432342,116.966,114.127,96.4098
18172,-0,0,0,116.967,114.126,96.4077
18175,-0,0,0,116.714,113.577,96.4471
18176,-0.616852,0.229174,-0.47206,116.712,113.578,96.4494
18457,-0.57581,0.213926,-0.440652,114.398,114.634,100.058
18459,-0,0,0,114.412,114.684,100.063
18460,-0.556531,0.206763,-0.425898,114.414,114.684,100.061
18461,-0,0,0,114.396,114.635,100.06
18889,-0.638143,0.237084,-0.488354,114.651,115.316,100.055
18890,-0.55772,0.207205,-0.426808,114.631,115.27,100.058
18893,-0,0,0,114.649,115.317,100.057
18894,-0,0,0,114.63,115.271,100.061
19191,-0,0,0,116.436,116.915,98.512
19190,-0.620161,0.230403,-0.474593,116.461,116.911,98.478
19192,-0.533464,0.198193,-0.408245,116.435,116.912,98.5116
19194,-0,0,0,116.462,116.914,98.4783
19398,-0,0,0,114.313,114.245,99.9843
19399,-0.58497,0.217329,-0.447661,114.315,114.245,99.9819
19458,-0,0,0,115.066,116.059,99.8652
19459,-0.727266,0.270195,-0.556557,115.068,116.057,99.8624
19491,-0.541819,0.201297,-0.41464,117.019,114.246,96.4058
19494,-0,0,0,117.021,114.245,96.4037
19623,-0,0,0,114.266,113.976,99.9149
19622,-0.534839,0.198704,-0.409298,114.275,114.02,99.925
19624,-0.569441,0.21156,-0.435778,114.268,113.976,99.9126
19626,-0,0,0,114.273,114.02,99.9271
19635,-0,0,0,115.085,112.119,97.9417
19634,-0.561754,0.208704,-0.429895,115.061,112.134,97.9819
19636,-0.458549,0.170361,-0.350916,115.086,112.122,97.9416
19638,-0,0,0,115.059,112.131,97.9821
19650,-0,0,0,117.305,115.412,96.6621
19651,-0.579678,0.215363,-0.443612,117.303,115.411,96.6643
19713,-0.493052,0.183179,-0.377319,115.201,116.229,99.7712
19716,-0,0,0,115.2,116.231,99.773
19896,-0,0,0,116.654,113.44,96.4585
19897,-0.532052,0.197669,-0.407165,116.653,113.441,96.4605
19916,-0,0,0,116.301,116.911,98.6823
19917,-0.563124,0.209213,-0.430943,116.3,116.907,98.6816
20159,-0,0,0,114.428,114.734,100.066
20160,-0.546108,0.202891,-0.417922,114.43,114.733,100.064
20403,-0.556427,0.206725,-0.425818,114.446,114.781,100.066
20406,-0,0,0,114.444,114.781,100.069
20889,-0,0,0,114.887,115.784,99.968
20890,-0.497331,0.184769,-0.380594,114.888,115.783,99.966
21179,-0,0,0,114.758,112.327,98.4806
21180,-0.523725,0.194575,-0.400792,114.759,112.33,98.4804
21462,-0,0,0,116.879,116.754,97.8703
21463,-0.479196,0.178032,-0.366716,116.877,116.752,97.8708
21519,-0.542228,0.201449,-0.414953,114.225,113.384,99.6818
21522,-0,0,0,114.223,113.382,99.6837
21671,-0,0,0,114.864,115.746,99.9791
21672,-0.572627,0.212743,-0.438216,114.866,115.744,99.9768
21686,-0,0,0,114.221,113.419,99.704
21687,-0.473506,0.175918,-0.362362,114.223,113.42,99.7023
21690,-0,0,0,114.688,115.404,100.047
21691,-0.56303,0.209178,-0.430872,114.69,115.402,100.045
21809,-0.558712,0.207573,-0.427567,115.662,116.666,99.3823
21812,-0,0,0,115.662,116.669,99.3838
22111,-0.480423,0.178488,-0.367655,115.507,116.545,99.5244
22113,-0,0,0,115.538,116.574,99.4988
22114,-0.428036,0.159025,-0.327564,115.538,116.572,99.4975
22115,-0,0,0,115.507,116.547,99.5259
22132,-0,0,0,114.305,114.199,99.9724
22133,-0.59234,0.220067,-0.453302,114.307,114.199,99.97
22385,-0.581327,0.215975,-0.444874,116.647,116.874,98.2227
22388,-0,0,0,116.648,116.877,98.2227
22392,-0,0,0,116.177,116.889,98.8297
22393,-0.485035,0.180201,-0.371184,116.177,116.886,98.8289
22770,-0,0,0,114.746,115.522,100.028
22771,-0.402108,0.149392,-0.307722,114.747,115.522,100.026
22775,-0,0,0,115.812,116.754,99.2326
22776,-0.548286,0.2037,-0.419589,115.812,116.751,99.2313
22915,-0.60028,0.223017,-0.459378,115.013,115.979,99.8967
22917,-0,0,0,115.039,116.02,99.8822
22918,-0.603661,0.224273,-0.461965,115.04,116.018,99.8798
22919,-0,0,0,115.012,115.981,99.8991
22935,-0,0,0,116.724,116.847,98.1113
22934,-0.64951,0.241307,-0.497052,116.747,116.832,98.0749
22936,-0.67694,0.251498,-0.518044,116.723,116.843,98.1115
22938,-0,0,0,116.749,116.836,98.0747
23049,-0.444596,0.165177,-0.340238,117.299,115.801,96.8689
23052,-0,0,0,117.3,115.802,96.8674
23148,-0,0,0,114.668,115.361,100.053
23149,-0.506589,0.188209,-0.387679,114.67,115.361,100.051
23313,-0.515129,0.191382,-0.394214,114.921,112.222,98.2119
23316,-0,0,0,114.92,112.22,98.2125
23331,-0,0,0,114.365,114.534,100.052
23332,-0.504545,0.187449,-0.386115,114.367,114.534,100.05
23407,-0,0,0,115.692,116.688,99.3541
23406,-0.492715,0.183054,-0.377062,115.723,116.703,99.3226
23408,-0.768201,0.285403,-0.587884,115.693,116.684,99.3521
23410,-0,0,0,115.722,116.705,99.3239
23433,-0,0,0,116.54,116.902,98.3723
23434,-0.421351,0.156541,-0.322449,116.54,116.9,98.3722
23524,-0,0,0,115.477,116.52,99.552
23525,-0.759922,0.282327,-0.581548,115.478,116.516,99.5495
23529,-0,0,0,116.519,113.191,96.5161
23528,-0.596844,0.221741,-0.456749,116.494,113.155,96.531
23530,-0.568311,0.21114,-0.434913,116.517,113.192,96.5182
23532,-0,0,0,116.496,113.154,96.5288
23631,-0.504501,0.187433,-0.386081,116.232,112.751,96.6929
23634,-0,0,0,116.233,112.749,96.6911
23668,-0,0,0,116.05,116.859,98.9775
23669,-0.549444,0.20413,-0.420475,116.05,116.856,98.9765
23745,-0,0,0,116.182,112.69,96.7324
23744,-0.500842,0.186074,-0.383281,116.155,112.662,96.7547
23746,-0.530746,0.197184,-0.406166,116.181,112.692,96.7342
23748,-0,0,0,116.156,112.66,96.753
23890,-0,0,0,117.219,114.895,96.5004
23891,-0.629437,0.23385,-0.481691,117.216,114.895,96.5028
23991,-0,0,0,117.041,116.599,97.5879
