GlobalNodeID,velocity:0,velocity:1,velocity:2,Points:0,Points:1,Points:2
90573,-554.75,170.941,-485.007,106.739,118.148,90.387
94914,-217.889,67.1406,-190.496,107.843,118.342,89.1929
95530,-68.4493,21.092,-59.8439,105.39,118.084,91.905
94206,-85.2347,26.2643,-74.5191,105.412,118.085,91.8798
93344,-43.6188,13.4407,-38.1351,107.34,116.018,88.9665
90533,-340.111,104.802,-297.353,107.061,116.464,89.4392
91787,-325.275,100.231,-284.381,107.073,116.433,89.4138
89642,-592.402,182.543,-517.926,106.671,117.638,90.2894
89909,-84.7548,26.1164,-74.0995,105.657,115.704,90.7744
94383,-70.5443,21.7376,-61.6756,105.65,115.672,90.7714
92471,-165.037,50.8547,-144.289,105.97,118.914,91.53
87779,-332.958,102.598,-291.099,107.164,118.985,90.191
87778,-347.451,107.064,-303.77,107.147,118.947,90.1972
87571,-169.838,52.334,-148.486,106.197,115.683,90.1531
95248,-361.449,111.377,-316.008,107.368,116.942,89.2532
87109,-154.113,47.4886,-134.738,105.34,117.117,91.6262
92022,-134.581,41.47,-117.662,105.311,117.098,91.6527
91652,-560.063,172.578,-489.653,106.278,117.309,90.6243
89892,-376.312,115.957,-329.002,107.16,116.691,89.4039
94061,-391.599,120.668,-342.368,107.145,116.727,89.4338
95447,-435.177,134.096,-380.467,105.894,116.888,90.9151
93016,-166.884,51.4237,-145.903,105.781,115.822,90.6746
91569,-161.372,49.7253,-141.084,105.793,115.796,90.6526
88845,-157.422,48.5083,-137.631,107.633,116.693,88.8645
89187,-162.466,50.0625,-142.041,107.604,116.659,88.8853
90172,-144.158,44.421,-126.035,107.632,116.652,88.8515
92584,-447.51,137.896,-391.25,106.018,117.987,91.1543
88048,-278.041,85.6759,-243.086,106.047,118.705,91.3692
89600,-131.694,40.5803,-115.138,107.819,118.88,89.4069
90241,-146.454,45.1283,-128.042,105.994,115.647,90.3717
95627,-179.319,55.2555,-156.775,106.681,119.397,90.8852
95405,-504.333,155.406,-440.929,107.237,117.755,89.6831
93833,-509.826,157.098,-445.731,107.217,117.725,89.6956
88980,-364.947,112.455,-319.066,106.564,116.23,89.9247
89511,-358.396,110.436,-313.339,106.538,116.203,89.9446
92512,-351.281,108.244,-307.119,106.564,116.192,89.9114
95185,-44.0243,13.5657,-38.4896,105.897,119.107,91.6801
94258,-393.34,121.204,-343.889,106.112,118.411,91.1944
93637,-383.893,118.293,-335.63,107.36,118.573,89.8241
94918,-394.833,121.664,-345.195,107.332,118.559,89.8514
90581,-433.487,133.575,-378.99,107.123,118.614,90.1093
92129,-222.469,68.5518,-194.5,105.937,118.732,91.5042
89179,-426.241,131.342,-372.654,106.188,118.376,91.0947
90484,-506.453,156.059,-442.782,106.939,116.981,89.7568
90723,-397.047,122.346,-347.13,107.096,118.796,90.2032
93294,-437.299,134.75,-382.322,107.434,117.804,89.4749
96015,-506.881,156.191,-443.156,106.494,118.315,90.7247
95715,-411.642,126.844,-359.89,105.8,117.288,91.1604
89918,-186.359,57.4249,-162.93,107.665,116.851,88.8823
87243,-205.507,63.3252,-179.671,106.47,119.234,91.0696
93769,-223.417,68.844,-195.329,105.607,118.072,91.6516
90387,-335.037,103.239,-292.916,105.745,116.541,90.965
94226,-46.5689,14.3498,-40.7143,105.289,117.768,91.9115
86796,-134.904,41.5693,-117.944,105.695,115.81,90.7691
91422,-540.597,166.58,-472.634,106.18,117.372,90.7573
94504,-582.604,179.524,-509.36,106.838,117.609,90.0882
87702,-313.165,96.499,-273.794,107.575,118.548,89.5703
92965,-421.165,129.778,-368.217,106.838,116.546,89.7217
92966,-432.575,133.294,-378.192,106.842,116.587,89.7312
87643,-256.221,78.9523,-224.01,107.6,118.775,89.6204
96117,-52.7779,16.263,-46.1427,107.317,116.014,88.9908
87117,-96.9166,29.864,-84.7323,105.267,116.602,91.5307
87358,-342.58,105.563,-299.511,105.964,118.404,91.3598
89124,-388.24,119.632,-339.43,107.528,118.13,89.4799
95593,-391.203,120.546,-342.022,107.529,118.079,89.4613
88576,-145.152,44.7274,-126.904,107.844,118.765,89.3379
88693,-144.361,44.4835,-126.212,107.863,118.725,89.303
94854,-273.87,84.3906,-239.439,105.701,118.11,91.5584
91392,-225.534,69.4964,-197.18,107.262,119.255,90.1713
94072,-443.432,136.64,-387.684,107.19,117.009,89.4787
94554,-200.624,61.8205,-175.402,105.515,116.369,91.167
86757,-168.92,52.0512,-147.684,106.949,119.496,90.6125
93111,-350.534,108.014,-306.465,107.599,118.218,89.4287
95687,-462.591,142.543,-404.435,107.246,118.297,89.8598
92326,-75.2892,23.1997,-65.8239,105.519,118.477,91.8934
88230,-490.688,151.201,-429,106.48,118.381,90.7635
93650,-517.715,159.529,-452.629,107.189,117.768,89.7424
90846,-517.859,159.573,-452.754,107.188,117.732,89.7304
88964,-300.445,92.5794,-262.673,106.204,118.801,91.2233
95739,-214.579,66.1205,-187.602,105.479,116.558,91.2736
95138,-450.878,138.934,-394.194,106.202,118.291,91.0498
91146,-494.897,152.498,-432.679,106.914,116.895,89.7554
87856,-549.293,169.26,-480.236,106.69,118.179,90.4543
88945,-555.371,171.133,-485.551,106.674,118.132,90.4556
93106,-555.426,171.149,-485.598,106.707,118.141,90.4206
91499,-520.173,160.286,-454.777,106.638,116.829,90.0474
86878,-223.188,68.7735,-195.129,107.462,116.614,89.0318
95852,-234.5,72.2589,-205.018,107.432,116.604,89.0621
94988,-567.158,174.764,-495.855,106.922,117.855,90.0776
95122,-374.618,115.435,-327.521,105.956,118.265,91.3215
90930,-206.368,63.5904,-180.423,106.824,115.963,89.5361
89699,-208.981,64.3956,-182.708,106.856,115.988,89.5091
89988,-305.748,94.2134,-267.309,107.233,119.025,90.1261
92035,-476.598,146.859,-416.681,106.607,118.516,90.6648
89407,-334.416,103.047,-292.374,105.667,116.772,91.1333
95325,-327.322,100.861,-286.171,105.645,116.795,91.1667
93493,-146.286,45.0767,-127.895,105.801,118.763,91.6697
90621,-119.248,36.7453,-104.257,106.519,119.447,91.0871
94842,-464.48,143.125,-406.086,106.955,118.596,90.2956
93422,-561.081,172.892,-490.542,106.693,118.094,90.4212
93678,-233.416,71.9251,-204.071,105.844,118.585,91.5594
94211,-471.627,145.328,-412.334,105.986,116.965,90.837
89058,-343.672,105.899,-300.466,105.652,116.978,91.2217
94505,-585.152,180.309,-511.587,106.811,117.596,90.1147
94506,-585.529,180.425,-511.917,106.8,117.549,90.1105
90399,-228.055,70.2732,-199.385,105.495,116.593,91.268
91495,-216.504,66.7138,-189.285,105.472,116.594,91.2938
91171,-586.836,180.828,-513.059,106.792,117.626,90.1465
93567,-85.2759,26.277,-74.555,106.266,115.514,90.0154
93304,-379.271,116.869,-331.589,106.251,118.608,91.1032
92028,-313.451,96.5872,-274.045,106.705,116.152,89.737
93171,-469.532,144.682,-410.503,106.372,116.547,90.2531
93529,-568.447,175.162,-496.982,106.805,117.996,90.2597
87348,-528.221,162.767,-461.813,106.379,116.836,90.3446
94212,-482.157,148.572,-421.54,106.015,116.99,90.8124
88782,-355.66,109.594,-310.947,105.687,116.894,91.1526
89948,-500.522,154.231,-437.597,106.066,117.596,90.9645
88004,-74.617,22.9926,-65.2362,105.22,116.76,91.6392
94145,-156.628,48.2634,-136.936,105.898,115.711,90.503
87952,-148.761,45.8393,-130.059,107.816,117.061,88.7825
90550,-127.367,39.2469,-111.354,105.301,116.694,91.5234
87748,-28.5062,8.78392,-24.9224,106.876,119.772,90.7913
90247,-374.761,115.479,-327.647,106.768,118.934,90.6256
95218,-522.803,161.097,-457.076,106.65,118.322,90.5485
90025,-335.036,103.238,-292.916,107.505,117.111,89.1545
95920,-367.034,113.098,-320.891,106.242,118.639,91.1244
94717,-371.921,114.604,-325.164,106.226,118.608,91.1319
90302,-292.863,90.2431,-256.045,106.431,118.999,91.0322
90511,-339.166,104.511,-296.526,106.866,119.059,90.5559
92839,-399.605,123.135,-349.367,105.861,117.822,91.2763
92428,-484.265,149.222,-423.384,106.592,116.646,90.0363
95893,-476.948,146.967,-416.986,106.568,116.608,90.051
91718,-552.61,170.282,-483.137,107.04,117.702,89.8899
95786,-30.0436,9.25766,-26.2665,106.698,119.705,90.9724
89844,-480.147,147.953,-419.784,106.64,118.517,90.6275
91685,-490.095,151.018,-428.481,106.65,118.479,90.6025
89508,-293.563,90.4589,-256.657,105.566,117.226,91.4056
95321,-310.003,95.5246,-271.029,105.597,117.253,91.3797
93385,-423.078,130.368,-369.889,106.331,116.371,90.239
90712,-84.2425,25.9586,-73.6516,106.853,119.657,90.7788
90711,-69.9604,21.5576,-61.165,106.83,119.679,90.8119
94945,-404.209,124.553,-353.392,107.437,117.333,89.3092
88079,-58.1752,17.9262,-50.8615,107.831,116.775,88.6672
86826,-82.8732,25.5366,-72.4545,105.897,115.532,90.4419
87797,-267.706,82.4911,-234.05,105.616,117.825,91.5562
91250,-560.356,172.669,-489.909,106.724,118.104,90.3891
89374,-245.313,75.5911,-214.473,107.31,116.468,89.156
88805,-249.484,76.8764,-218.119,107.279,116.442,89.1821
95508,-408.226,125.791,-356.904,105.873,117.795,91.2531
94025,-30.5334,9.40859,-26.6947,107.092,115.778,89.1663
90812,-469.728,144.743,-410.674,106.148,118.133,91.0571
91252,-345.92,106.592,-302.431,106.535,116.167,89.9356
